DATE_KEY,YEAR,MONTH,DAY,WEEKDAY,IS_WEEKDAY,FISCAL_YEAR,FISCAL_QUARTER,FISCAL_YEAR_LABEL
2021-01-23,2021,1,23,土,0,2020,Q3,2020年度
2021-01-24,2021,1,24,日,0,2020,Q3,2020年度
2021-01-25,2021,1,25,月,1,2020,Q3,2020年度
2021-01-26,2021,1,26,火,1,2020,Q3,2020年度
2021-01-27,2021,1,27,水,1,2020,Q3,2020年度
2021-01-28,2021,1,28,木,1,2020,Q3,2020年度
2021-01-29,2021,1,29,金,1,2020,Q3,2020年度
2021-01-30,2021,1,30,土,0,2020,Q3,2020年度
2021-01-31,2021,1,31,日,0,2020,Q3,2020年度
2021-02-01,2021,2,1,月,1,2020,Q3,2020年度
2021-02-02,2021,2,2,火,1,2020,Q3,2020年度
2021-02-03,2021,2,3,水,1,2020,Q3,2020年度
2021-02-04,2021,2,4,木,1,2020,Q3,2020年度
2021-02-05,2021,2,5,金,1,2020,Q3,2020年度
2021-02-06,2021,2,6,土,0,2020,Q3,2020年度
2021-02-07,2021,2,7,日,0,2020,Q3,2020年度
2021-02-08,2021,2,8,月,1,2020,Q3,2020年度
2021-02-09,2021,2,9,火,1,2020,Q3,2020年度
2021-02-10,2021,2,10,水,1,2020,Q3,2020年度
2021-02-11,2021,2,11,木,1,2020,Q3,2020年度
2021-02-12,2021,2,12,金,1,2020,Q3,2020年度
2021-02-13,2021,2,13,土,0,2020,Q3,2020年度
2021-02-14,2021,2,14,日,0,2020,Q3,2020年度
2021-02-15,2021,2,15,月,1,2020,Q3,2020年度
2021-02-16,2021,2,16,火,1,2020,Q3,2020年度
2021-02-17,2021,2,17,水,1,2020,Q3,2020年度
2021-02-18,2021,2,18,木,1,2020,Q3,2020年度
2021-02-19,2021,2,19,金,1,2020,Q3,2020年度
2021-02-20,2021,2,20,土,0,2020,Q3,2020年度
2021-02-21,2021,2,21,日,0,2020,Q3,2020年度
2021-02-22,2021,2,22,月,1,2020,Q3,2020年度
2021-02-23,2021,2,23,火,1,2020,Q3,2020年度
2021-02-24,2021,2,24,水,1,2020,Q3,2020年度
2021-02-25,2021,2,25,木,1,2020,Q3,2020年度
2021-02-26,2021,2,26,金,1,2020,Q3,2020年度
2021-02-27,2021,2,27,土,0,2020,Q3,2020年度
2021-02-28,2021,2,28,日,0,2020,Q3,2020年度
2021-03-01,2021,3,1,月,1,2020,Q3,2020年度
2021-03-02,2021,3,2,火,1,2020,Q3,2020年度
2021-03-03,2021,3,3,水,1,2020,Q3,2020年度
2021-03-04,2021,3,4,木,1,2020,Q3,2020年度
2021-03-05,2021,3,5,金,1,2020,Q3,2020年度
2021-03-06,2021,3,6,土,0,2020,Q3,2020年度
2021-03-07,2021,3,7,日,0,2020,Q3,2020年度
2021-03-08,2021,3,8,月,1,2020,Q3,2020年度
2021-03-09,2021,3,9,火,1,2020,Q3,2020年度
2021-03-10,2021,3,10,水,1,2020,Q3,2020年度
2021-03-11,2021,3,11,木,1,2020,Q3,2020年度
2021-03-12,2021,3,12,金,1,2020,Q3,2020年度
2021-03-13,2021,3,13,土,0,2020,Q3,2020年度
2021-03-14,2021,3,14,日,0,2020,Q3,2020年度
2021-03-15,2021,3,15,月,1,2020,Q3,2020年度
2021-03-16,2021,3,16,火,1,2020,Q3,2020年度
2021-03-17,2021,3,17,水,1,2020,Q3,2020年度
2021-03-18,2021,3,18,木,1,2020,Q3,2020年度
2021-03-19,2021,3,19,金,1,2020,Q3,2020年度
2021-03-20,2021,3,20,土,0,2020,Q3,2020年度
2021-03-21,2021,3,21,日,0,2020,Q3,2020年度
2021-03-22,2021,3,22,月,1,2020,Q3,2020年度
2021-03-23,2021,3,23,火,1,2020,Q3,2020年度
2021-03-24,2021,3,24,水,1,2020,Q3,2020年度
2021-03-25,2021,3,25,木,1,2020,Q3,2020年度
2021-03-26,2021,3,26,金,1,2020,Q3,2020年度
2021-03-27,2021,3,27,土,0,2020,Q3,2020年度
2021-03-28,2021,3,28,日,0,2020,Q3,2020年度
2021-03-29,2021,3,29,月,1,2020,Q3,2020年度
2021-03-30,2021,3,30,火,1,2020,Q3,2020年度
2021-03-31,2021,3,31,水,1,2020,Q3,2020年度
2021-04-01,2021,4,1,木,1,2021,Q1,2021年度
2021-04-02,2021,4,2,金,1,2021,Q1,2021年度
2021-04-03,2021,4,3,土,0,2021,Q1,2021年度
2021-04-04,2021,4,4,日,0,2021,Q1,2021年度
2021-04-05,2021,4,5,月,1,2021,Q1,2021年度
2021-04-06,2021,4,6,火,1,2021,Q1,2021年度
2021-04-07,2021,4,7,水,1,2021,Q1,2021年度
2021-04-08,2021,4,8,木,1,2021,Q1,2021年度
2021-04-09,2021,4,9,金,1,2021,Q1,2021年度
2021-04-10,2021,4,10,土,0,2021,Q1,2021年度
2021-04-11,2021,4,11,日,0,2021,Q1,2021年度
2021-04-12,2021,4,12,月,1,2021,Q1,2021年度
2021-04-13,2021,4,13,火,1,2021,Q1,2021年度
2021-04-14,2021,4,14,水,1,2021,Q1,2021年度
2021-04-15,2021,4,15,木,1,2021,Q1,2021年度
2021-04-16,2021,4,16,金,1,2021,Q1,2021年度
2021-04-17,2021,4,17,土,0,2021,Q1,2021年度
2021-04-18,2021,4,18,日,0,2021,Q1,2021年度
2021-04-19,2021,4,19,月,1,2021,Q1,2021年度
2021-04-20,2021,4,20,火,1,2021,Q1,2021年度
2021-04-21,2021,4,21,水,1,2021,Q1,2021年度
2021-04-22,2021,4,22,木,1,2021,Q1,2021年度
2021-04-23,2021,4,23,金,1,2021,Q1,2021年度
2021-04-24,2021,4,24,土,0,2021,Q1,2021年度
2021-04-25,2021,4,25,日,0,2021,Q1,2021年度
2021-04-26,2021,4,26,月,1,2021,Q1,2021年度
2021-04-27,2021,4,27,火,1,2021,Q1,2021年度
2021-04-28,2021,4,28,水,1,2021,Q1,2021年度
2021-04-29,2021,4,29,木,1,2021,Q1,2021年度
2021-04-30,2021,4,30,金,1,2021,Q1,2021年度
2021-05-01,2021,5,1,土,0,2021,Q1,2021年度
2021-05-02,2021,5,2,日,0,2021,Q1,2021年度
2021-05-03,2021,5,3,月,1,2021,Q1,2021年度
2021-05-04,2021,5,4,火,1,2021,Q1,2021年度
2021-05-05,2021,5,5,水,1,2021,Q1,2021年度
2021-05-06,2021,5,6,木,1,2021,Q1,2021年度
2021-05-07,2021,5,7,金,1,2021,Q1,2021年度
2021-05-08,2021,5,8,土,0,2021,Q1,2021年度
2021-05-09,2021,5,9,日,0,2021,Q1,2021年度
2021-05-10,2021,5,10,月,1,2021,Q1,2021年度
2021-05-11,2021,5,11,火,1,2021,Q1,2021年度
2021-05-12,2021,5,12,水,1,2021,Q1,2021年度
2021-05-13,2021,5,13,木,1,2021,Q1,2021年度
2021-05-14,2021,5,14,金,1,2021,Q1,2021年度
2021-05-15,2021,5,15,土,0,2021,Q1,2021年度
2021-05-16,2021,5,16,日,0,2021,Q1,2021年度
2021-05-17,2021,5,17,月,1,2021,Q1,2021年度
2021-05-18,2021,5,18,火,1,2021,Q1,2021年度
2021-05-19,2021,5,19,水,1,2021,Q1,2021年度
2021-05-20,2021,5,20,木,1,2021,Q1,2021年度
2021-05-21,2021,5,21,金,1,2021,Q1,2021年度
2021-05-22,2021,5,22,土,0,2021,Q1,2021年度
2021-05-23,2021,5,23,日,0,2021,Q1,2021年度
2021-05-24,2021,5,24,月,1,2021,Q1,2021年度
2021-05-25,2021,5,25,火,1,2021,Q1,2021年度
2021-05-26,2021,5,26,水,1,2021,Q1,2021年度
2021-05-27,2021,5,27,木,1,2021,Q1,2021年度
2021-05-28,2021,5,28,金,1,2021,Q1,2021年度
2021-05-29,2021,5,29,土,0,2021,Q1,2021年度
2021-05-30,2021,5,30,日,0,2021,Q1,2021年度
2021-05-31,2021,5,31,月,1,2021,Q1,2021年度
2021-06-01,2021,6,1,火,1,2021,Q1,2021年度
2021-06-02,2021,6,2,水,1,2021,Q1,2021年度
2021-06-03,2021,6,3,木,1,2021,Q1,2021年度
2021-06-04,2021,6,4,金,1,2021,Q1,2021年度
2021-06-05,2021,6,5,土,0,2021,Q1,2021年度
2021-06-06,2021,6,6,日,0,2021,Q1,2021年度
2021-06-07,2021,6,7,月,1,2021,Q1,2021年度
2021-06-08,2021,6,8,火,1,2021,Q1,2021年度
2021-06-09,2021,6,9,水,1,2021,Q1,2021年度
2021-06-10,2021,6,10,木,1,2021,Q1,2021年度
2021-06-11,2021,6,11,金,1,2021,Q1,2021年度
2021-06-12,2021,6,12,土,0,2021,Q1,2021年度
2021-06-13,2021,6,13,日,0,2021,Q1,2021年度
2021-06-14,2021,6,14,月,1,2021,Q1,2021年度
2021-06-15,2021,6,15,火,1,2021,Q1,2021年度
2021-06-16,2021,6,16,水,1,2021,Q1,2021年度
2021-06-17,2021,6,17,木,1,2021,Q1,2021年度
2021-06-18,2021,6,18,金,1,2021,Q1,2021年度
2021-06-19,2021,6,19,土,0,2021,Q1,2021年度
2021-06-20,2021,6,20,日,0,2021,Q1,2021年度
2021-06-21,2021,6,21,月,1,2021,Q1,2021年度
2021-06-22,2021,6,22,火,1,2021,Q1,2021年度
2021-06-23,2021,6,23,水,1,2021,Q1,2021年度
2021-06-24,2021,6,24,木,1,2021,Q1,2021年度
2021-06-25,2021,6,25,金,1,2021,Q1,2021年度
2021-06-26,2021,6,26,土,0,2021,Q1,2021年度
2021-06-27,2021,6,27,日,0,2021,Q1,2021年度
2021-06-28,2021,6,28,月,1,2021,Q1,2021年度
2021-06-29,2021,6,29,火,1,2021,Q1,2021年度
2021-06-30,2021,6,30,水,1,2021,Q1,2021年度
2021-07-01,2021,7,1,木,1,2021,Q2,2021年度
2021-07-02,2021,7,2,金,1,2021,Q2,2021年度
2021-07-03,2021,7,3,土,0,2021,Q2,2021年度
2021-07-04,2021,7,4,日,0,2021,Q2,2021年度
2021-07-05,2021,7,5,月,1,2021,Q2,2021年度
2021-07-06,2021,7,6,火,1,2021,Q2,2021年度
2021-07-07,2021,7,7,水,1,2021,Q2,2021年度
2021-07-08,2021,7,8,木,1,2021,Q2,2021年度
2021-07-09,2021,7,9,金,1,2021,Q2,2021年度
2021-07-10,2021,7,10,土,0,2021,Q2,2021年度
2021-07-11,2021,7,11,日,0,2021,Q2,2021年度
2021-07-12,2021,7,12,月,1,2021,Q2,2021年度
2021-07-13,2021,7,13,火,1,2021,Q2,2021年度
2021-07-14,2021,7,14,水,1,2021,Q2,2021年度
2021-07-15,2021,7,15,木,1,2021,Q2,2021年度
2021-07-16,2021,7,16,金,1,2021,Q2,2021年度
2021-07-17,2021,7,17,土,0,2021,Q2,2021年度
2021-07-18,2021,7,18,日,0,2021,Q2,2021年度
2021-07-19,2021,7,19,月,1,2021,Q2,2021年度
2021-07-20,2021,7,20,火,1,2021,Q2,2021年度
2021-07-21,2021,7,21,水,1,2021,Q2,2021年度
2021-07-22,2021,7,22,木,1,2021,Q2,2021年度
2021-07-23,2021,7,23,金,1,2021,Q2,2021年度
2021-07-24,2021,7,24,土,0,2021,Q2,2021年度
2021-07-25,2021,7,25,日,0,2021,Q2,2021年度
2021-07-26,2021,7,26,月,1,2021,Q2,2021年度
2021-07-27,2021,7,27,火,1,2021,Q2,2021年度
2021-07-28,2021,7,28,水,1,2021,Q2,2021年度
2021-07-29,2021,7,29,木,1,2021,Q2,2021年度
2021-07-30,2021,7,30,金,1,2021,Q2,2021年度
2021-07-31,2021,7,31,土,0,2021,Q2,2021年度
2021-08-01,2021,8,1,日,0,2021,Q2,2021年度
2021-08-02,2021,8,2,月,1,2021,Q2,2021年度
2021-08-03,2021,8,3,火,1,2021,Q2,2021年度
2021-08-04,2021,8,4,水,1,2021,Q2,2021年度
2021-08-05,2021,8,5,木,1,2021,Q2,2021年度
2021-08-06,2021,8,6,金,1,2021,Q2,2021年度
2021-08-07,2021,8,7,土,0,2021,Q2,2021年度
2021-08-08,2021,8,8,日,0,2021,Q2,2021年度
2021-08-09,2021,8,9,月,1,2021,Q2,2021年度
2021-08-10,2021,8,10,火,1,2021,Q2,2021年度
2021-08-11,2021,8,11,水,1,2021,Q2,2021年度
2021-08-12,2021,8,12,木,1,2021,Q2,2021年度
2021-08-13,2021,8,13,金,1,2021,Q2,2021年度
2021-08-14,2021,8,14,土,0,2021,Q2,2021年度
2021-08-15,2021,8,15,日,0,2021,Q2,2021年度
2021-08-16,2021,8,16,月,1,2021,Q2,2021年度
2021-08-17,2021,8,17,火,1,2021,Q2,2021年度
2021-08-18,2021,8,18,水,1,2021,Q2,2021年度
2021-08-19,2021,8,19,木,1,2021,Q2,2021年度
2021-08-20,2021,8,20,金,1,2021,Q2,2021年度
2021-08-21,2021,8,21,土,0,2021,Q2,2021年度
2021-08-22,2021,8,22,日,0,2021,Q2,2021年度
2021-08-23,2021,8,23,月,1,2021,Q2,2021年度
2021-08-24,2021,8,24,火,1,2021,Q2,2021年度
2021-08-25,2021,8,25,水,1,2021,Q2,2021年度
2021-08-26,2021,8,26,木,1,2021,Q2,2021年度
2021-08-27,2021,8,27,金,1,2021,Q2,2021年度
2021-08-28,2021,8,28,土,0,2021,Q2,2021年度
2021-08-29,2021,8,29,日,0,2021,Q2,2021年度
2021-08-30,2021,8,30,月,1,2021,Q2,2021年度
2021-08-31,2021,8,31,火,1,2021,Q2,2021年度
2021-09-01,2021,9,1,水,1,2021,Q2,2021年度
2021-09-02,2021,9,2,木,1,2021,Q2,2021年度
2021-09-03,2021,9,3,金,1,2021,Q2,2021年度
2021-09-04,2021,9,4,土,0,2021,Q2,2021年度
2021-09-05,2021,9,5,日,0,2021,Q2,2021年度
2021-09-06,2021,9,6,月,1,2021,Q2,2021年度
2021-09-07,2021,9,7,火,1,2021,Q2,2021年度
2021-09-08,2021,9,8,水,1,2021,Q2,2021年度
2021-09-09,2021,9,9,木,1,2021,Q2,2021年度
2021-09-10,2021,9,10,金,1,2021,Q2,2021年度
2021-09-11,2021,9,11,土,0,2021,Q2,2021年度
2021-09-12,2021,9,12,日,0,2021,Q2,2021年度
2021-09-13,2021,9,13,月,1,2021,Q2,2021年度
2021-09-14,2021,9,14,火,1,2021,Q2,2021年度
2021-09-15,2021,9,15,水,1,2021,Q2,2021年度
2021-09-16,2021,9,16,木,1,2021,Q2,2021年度
2021-09-17,2021,9,17,金,1,2021,Q2,2021年度
2021-09-18,2021,9,18,土,0,2021,Q2,2021年度
2021-09-19,2021,9,19,日,0,2021,Q2,2021年度
2021-09-20,2021,9,20,月,1,2021,Q2,2021年度
2021-09-21,2021,9,21,火,1,2021,Q2,2021年度
2021-09-22,2021,9,22,水,1,2021,Q2,2021年度
2021-09-23,2021,9,23,木,1,2021,Q2,2021年度
2021-09-24,2021,9,24,金,1,2021,Q2,2021年度
2021-09-25,2021,9,25,土,0,2021,Q2,2021年度
2021-09-26,2021,9,26,日,0,2021,Q2,2021年度
2021-09-27,2021,9,27,月,1,2021,Q2,2021年度
2021-09-28,2021,9,28,火,1,2021,Q2,2021年度
2021-09-29,2021,9,29,水,1,2021,Q2,2021年度
2021-09-30,2021,9,30,木,1,2021,Q2,2021年度
2021-10-01,2021,10,1,金,1,2021,Q3,2021年度
2021-10-02,2021,10,2,土,0,2021,Q3,2021年度
2021-10-03,2021,10,3,日,0,2021,Q3,2021年度
2021-10-04,2021,10,4,月,1,2021,Q3,2021年度
2021-10-05,2021,10,5,火,1,2021,Q3,2021年度
2021-10-06,2021,10,6,水,1,2021,Q3,2021年度
2021-10-07,2021,10,7,木,1,2021,Q3,2021年度
2021-10-08,2021,10,8,金,1,2021,Q3,2021年度
2021-10-09,2021,10,9,土,0,2021,Q3,2021年度
2021-10-10,2021,10,10,日,0,2021,Q3,2021年度
2021-10-11,2021,10,11,月,1,2021,Q3,2021年度
2021-10-12,2021,10,12,火,1,2021,Q3,2021年度
2021-10-13,2021,10,13,水,1,2021,Q3,2021年度
2021-10-14,2021,10,14,木,1,2021,Q3,2021年度
2021-10-15,2021,10,15,金,1,2021,Q3,2021年度
2021-10-16,2021,10,16,土,0,2021,Q3,2021年度
2021-10-17,2021,10,17,日,0,2021,Q3,2021年度
2021-10-18,2021,10,18,月,1,2021,Q3,2021年度
2021-10-19,2021,10,19,火,1,2021,Q3,2021年度
2021-10-20,2021,10,20,水,1,2021,Q3,2021年度
2021-10-21,2021,10,21,木,1,2021,Q3,2021年度
2021-10-22,2021,10,22,金,1,2021,Q3,2021年度
2021-10-23,2021,10,23,土,0,2021,Q3,2021年度
2021-10-24,2021,10,24,日,0,2021,Q3,2021年度
2021-10-25,2021,10,25,月,1,2021,Q3,2021年度
2021-10-26,2021,10,26,火,1,2021,Q3,2021年度
2021-10-27,2021,10,27,水,1,2021,Q3,2021年度
2021-10-28,2021,10,28,木,1,2021,Q3,2021年度
2021-10-29,2021,10,29,金,1,2021,Q3,2021年度
2021-10-30,2021,10,30,土,0,2021,Q3,2021年度
2021-10-31,2021,10,31,日,0,2021,Q3,2021年度
2021-11-01,2021,11,1,月,1,2021,Q3,2021年度
2021-11-02,2021,11,2,火,1,2021,Q3,2021年度
2021-11-03,2021,11,3,水,1,2021,Q3,2021年度
2021-11-04,2021,11,4,木,1,2021,Q3,2021年度
2021-11-05,2021,11,5,金,1,2021,Q3,2021年度
2021-11-06,2021,11,6,土,0,2021,Q3,2021年度
2021-11-07,2021,11,7,日,0,2021,Q3,2021年度
2021-11-08,2021,11,8,月,1,2021,Q3,2021年度
2021-11-09,2021,11,9,火,1,2021,Q3,2021年度
2021-11-10,2021,11,10,水,1,2021,Q3,2021年度
2021-11-11,2021,11,11,木,1,2021,Q3,2021年度
2021-11-12,2021,11,12,金,1,2021,Q3,2021年度
2021-11-13,2021,11,13,土,0,2021,Q3,2021年度
2021-11-14,2021,11,14,日,0,2021,Q3,2021年度
2021-11-15,2021,11,15,月,1,2021,Q3,2021年度
2021-11-16,2021,11,16,火,1,2021,Q3,2021年度
2021-11-17,2021,11,17,水,1,2021,Q3,2021年度
2021-11-18,2021,11,18,木,1,2021,Q3,2021年度
2021-11-19,2021,11,19,金,1,2021,Q3,2021年度
2021-11-20,2021,11,20,土,0,2021,Q3,2021年度
2021-11-21,2021,11,21,日,0,2021,Q3,2021年度
2021-11-22,2021,11,22,月,1,2021,Q3,2021年度
2021-11-23,2021,11,23,火,1,2021,Q3,2021年度
2021-11-24,2021,11,24,水,1,2021,Q3,2021年度
2021-11-25,2021,11,25,木,1,2021,Q3,2021年度
2021-11-26,2021,11,26,金,1,2021,Q3,2021年度
2021-11-27,2021,11,27,土,0,2021,Q3,2021年度
2021-11-28,2021,11,28,日,0,2021,Q3,2021年度
2021-11-29,2021,11,29,月,1,2021,Q3,2021年度
2021-11-30,2021,11,30,火,1,2021,Q3,2021年度
2021-12-01,2021,12,1,水,1,2021,Q3,2021年度
2021-12-02,2021,12,2,木,1,2021,Q3,2021年度
2021-12-03,2021,12,3,金,1,2021,Q3,2021年度
2021-12-04,2021,12,4,土,0,2021,Q3,2021年度
2021-12-05,2021,12,5,日,0,2021,Q3,2021年度
2021-12-06,2021,12,6,月,1,2021,Q3,2021年度
2021-12-07,2021,12,7,火,1,2021,Q3,2021年度
2021-12-08,2021,12,8,水,1,2021,Q3,2021年度
2021-12-09,2021,12,9,木,1,2021,Q3,2021年度
2021-12-10,2021,12,10,金,1,2021,Q3,2021年度
2021-12-11,2021,12,11,土,0,2021,Q3,2021年度
2021-12-12,2021,12,12,日,0,2021,Q3,2021年度
2021-12-13,2021,12,13,月,1,2021,Q3,2021年度
2021-12-14,2021,12,14,火,1,2021,Q3,2021年度
2021-12-15,2021,12,15,水,1,2021,Q3,2021年度
2021-12-16,2021,12,16,木,1,2021,Q3,2021年度
2021-12-17,2021,12,17,金,1,2021,Q3,2021年度
2021-12-18,2021,12,18,土,0,2021,Q3,2021年度
2021-12-19,2021,12,19,日,0,2021,Q3,2021年度
2021-12-20,2021,12,20,月,1,2021,Q3,2021年度
2021-12-21,2021,12,21,火,1,2021,Q3,2021年度
2021-12-22,2021,12,22,水,1,2021,Q3,2021年度
2021-12-23,2021,12,23,木,1,2021,Q3,2021年度
2021-12-24,2021,12,24,金,1,2021,Q3,2021年度
2021-12-25,2021,12,25,土,0,2021,Q3,2021年度
2021-12-26,2021,12,26,日,0,2021,Q3,2021年度
2021-12-27,2021,12,27,月,1,2021,Q3,2021年度
2021-12-28,2021,12,28,火,1,2021,Q3,2021年度
2021-12-29,2021,12,29,水,1,2021,Q3,2021年度
2021-12-30,2021,12,30,木,1,2021,Q3,2021年度
2021-12-31,2021,12,31,金,1,2021,Q3,2021年度
2022-01-01,2022,1,1,土,0,2021,Q3,2021年度
2022-01-02,2022,1,2,日,0,2021,Q3,2021年度
2022-01-03,2022,1,3,月,1,2021,Q3,2021年度
2022-01-04,2022,1,4,火,1,2021,Q3,2021年度
2022-01-05,2022,1,5,水,1,2021,Q3,2021年度
2022-01-06,2022,1,6,木,1,2021,Q3,2021年度
2022-01-07,2022,1,7,金,1,2021,Q3,2021年度
2022-01-08,2022,1,8,土,0,2021,Q3,2021年度
2022-01-09,2022,1,9,日,0,2021,Q3,2021年度
2022-01-10,2022,1,10,月,1,2021,Q3,2021年度
2022-01-11,2022,1,11,火,1,2021,Q3,2021年度
2022-01-12,2022,1,12,水,1,2021,Q3,2021年度
2022-01-13,2022,1,13,木,1,2021,Q3,2021年度
2022-01-14,2022,1,14,金,1,2021,Q3,2021年度
2022-01-15,2022,1,15,土,0,2021,Q3,2021年度
2022-01-16,2022,1,16,日,0,2021,Q3,2021年度
2022-01-17,2022,1,17,月,1,2021,Q3,2021年度
2022-01-18,2022,1,18,火,1,2021,Q3,2021年度
2022-01-19,2022,1,19,水,1,2021,Q3,2021年度
2022-01-20,2022,1,20,木,1,2021,Q3,2021年度
2022-01-21,2022,1,21,金,1,2021,Q3,2021年度
2022-01-22,2022,1,22,土,0,2021,Q3,2021年度
2022-01-23,2022,1,23,日,0,2021,Q3,2021年度
2022-01-24,2022,1,24,月,1,2021,Q3,2021年度
2022-01-25,2022,1,25,火,1,2021,Q3,2021年度
2022-01-26,2022,1,26,水,1,2021,Q3,2021年度
2022-01-27,2022,1,27,木,1,2021,Q3,2021年度
2022-01-28,2022,1,28,金,1,2021,Q3,2021年度
2022-01-29,2022,1,29,土,0,2021,Q3,2021年度
2022-01-30,2022,1,30,日,0,2021,Q3,2021年度
2022-01-31,2022,1,31,月,1,2021,Q3,2021年度
2022-02-01,2022,2,1,火,1,2021,Q3,2021年度
2022-02-02,2022,2,2,水,1,2021,Q3,2021年度
2022-02-03,2022,2,3,木,1,2021,Q3,2021年度
2022-02-04,2022,2,4,金,1,2021,Q3,2021年度
2022-02-05,2022,2,5,土,0,2021,Q3,2021年度
2022-02-06,2022,2,6,日,0,2021,Q3,2021年度
2022-02-07,2022,2,7,月,1,2021,Q3,2021年度
2022-02-08,2022,2,8,火,1,2021,Q3,2021年度
2022-02-09,2022,2,9,水,1,2021,Q3,2021年度
2022-02-10,2022,2,10,木,1,2021,Q3,2021年度
2022-02-11,2022,2,11,金,1,2021,Q3,2021年度
2022-02-12,2022,2,12,土,0,2021,Q3,2021年度
2022-02-13,2022,2,13,日,0,2021,Q3,2021年度
2022-02-14,2022,2,14,月,1,2021,Q3,2021年度
2022-02-15,2022,2,15,火,1,2021,Q3,2021年度
2022-02-16,2022,2,16,水,1,2021,Q3,2021年度
2022-02-17,2022,2,17,木,1,2021,Q3,2021年度
2022-02-18,2022,2,18,金,1,2021,Q3,2021年度
2022-02-19,2022,2,19,土,0,2021,Q3,2021年度
2022-02-20,2022,2,20,日,0,2021,Q3,2021年度
2022-02-21,2022,2,21,月,1,2021,Q3,2021年度
2022-02-22,2022,2,22,火,1,2021,Q3,2021年度
2022-02-23,2022,2,23,水,1,2021,Q3,2021年度
2022-02-24,2022,2,24,木,1,2021,Q3,2021年度
2022-02-25,2022,2,25,金,1,2021,Q3,2021年度
2022-02-26,2022,2,26,土,0,2021,Q3,2021年度
2022-02-27,2022,2,27,日,0,2021,Q3,2021年度
2022-02-28,2022,2,28,月,1,2021,Q3,2021年度
2022-03-01,2022,3,1,火,1,2021,Q3,2021年度
2022-03-02,2022,3,2,水,1,2021,Q3,2021年度
2022-03-03,2022,3,3,木,1,2021,Q3,2021年度
2022-03-04,2022,3,4,金,1,2021,Q3,2021年度
2022-03-05,2022,3,5,土,0,2021,Q3,2021年度
2022-03-06,2022,3,6,日,0,2021,Q3,2021年度
2022-03-07,2022,3,7,月,1,2021,Q3,2021年度
2022-03-08,2022,3,8,火,1,2021,Q3,2021年度
2022-03-09,2022,3,9,水,1,2021,Q3,2021年度
2022-03-10,2022,3,10,木,1,2021,Q3,2021年度
2022-03-11,2022,3,11,金,1,2021,Q3,2021年度
2022-03-12,2022,3,12,土,0,2021,Q3,2021年度
2022-03-13,2022,3,13,日,0,2021,Q3,2021年度
2022-03-14,2022,3,14,月,1,2021,Q3,2021年度
2022-03-15,2022,3,15,火,1,2021,Q3,2021年度
2022-03-16,2022,3,16,水,1,2021,Q3,2021年度
2022-03-17,2022,3,17,木,1,2021,Q3,2021年度
2022-03-18,2022,3,18,金,1,2021,Q3,2021年度
2022-03-19,2022,3,19,土,0,2021,Q3,2021年度
2022-03-20,2022,3,20,日,0,2021,Q3,2021年度
2022-03-21,2022,3,21,月,1,2021,Q3,2021年度
2022-03-22,2022,3,22,火,1,2021,Q3,2021年度
2022-03-23,2022,3,23,水,1,2021,Q3,2021年度
2022-03-24,2022,3,24,木,1,2021,Q3,2021年度
2022-03-25,2022,3,25,金,1,2021,Q3,2021年度
2022-03-26,2022,3,26,土,0,2021,Q3,2021年度
2022-03-27,2022,3,27,日,0,2021,Q3,2021年度
2022-03-28,2022,3,28,月,1,2021,Q3,2021年度
2022-03-29,2022,3,29,火,1,2021,Q3,2021年度
2022-03-30,2022,3,30,水,1,2021,Q3,2021年度
2022-03-31,2022,3,31,木,1,2021,Q3,2021年度
2022-04-01,2022,4,1,金,1,2022,Q1,2022年度
2022-04-02,2022,4,2,土,0,2022,Q1,2022年度
2022-04-03,2022,4,3,日,0,2022,Q1,2022年度
2022-04-04,2022,4,4,月,1,2022,Q1,2022年度
2022-04-05,2022,4,5,火,1,2022,Q1,2022年度
2022-04-06,2022,4,6,水,1,2022,Q1,2022年度
2022-04-07,2022,4,7,木,1,2022,Q1,2022年度
2022-04-08,2022,4,8,金,1,2022,Q1,2022年度
2022-04-09,2022,4,9,土,0,2022,Q1,2022年度
2022-04-10,2022,4,10,日,0,2022,Q1,2022年度
2022-04-11,2022,4,11,月,1,2022,Q1,2022年度
2022-04-12,2022,4,12,火,1,2022,Q1,2022年度
2022-04-13,2022,4,13,水,1,2022,Q1,2022年度
2022-04-14,2022,4,14,木,1,2022,Q1,2022年度
2022-04-15,2022,4,15,金,1,2022,Q1,2022年度
2022-04-16,2022,4,16,土,0,2022,Q1,2022年度
2022-04-17,2022,4,17,日,0,2022,Q1,2022年度
2022-04-18,2022,4,18,月,1,2022,Q1,2022年度
2022-04-19,2022,4,19,火,1,2022,Q1,2022年度
2022-04-20,2022,4,20,水,1,2022,Q1,2022年度
2022-04-21,2022,4,21,木,1,2022,Q1,2022年度
2022-04-22,2022,4,22,金,1,2022,Q1,2022年度
2022-04-23,2022,4,23,土,0,2022,Q1,2022年度
2022-04-24,2022,4,24,日,0,2022,Q1,2022年度
2022-04-25,2022,4,25,月,1,2022,Q1,2022年度
2022-04-26,2022,4,26,火,1,2022,Q1,2022年度
2022-04-27,2022,4,27,水,1,2022,Q1,2022年度
2022-04-28,2022,4,28,木,1,2022,Q1,2022年度
2022-04-29,2022,4,29,金,1,2022,Q1,2022年度
2022-04-30,2022,4,30,土,0,2022,Q1,2022年度
2022-05-01,2022,5,1,日,0,2022,Q1,2022年度
