OPP_ID,DATE_KEY,ACCOUNT_ID,SEGMENT_ID,PRODUCT_ID,SALES_REP_ID,OPP_NAME,STAGE,STAGE_ID,AMOUNT,PROBABILITY,EXPECTED_CLOSE_DATE,CLOSE_DATE,DAYS_IN_STAGE,IS_WON,IS_LOST,IS_OPEN,COMPETITOR,CROSS_SELL_POTENTIAL,ACTIVITY_COUNT,CREATED_DATE
OPP-9455,2021-05-27,A019,SEG003,P201,SR09,住友化学 ボールバルブ,受注,7,2000000,100,2021-10-21,2021-10-21,0,1,0,0,アルファラバル,1,7,2021-05-27
OPP-9456,2021-07-27,A008,SEG003,P202,SR09,三菱ケミカル ダイヤフラムバルブ,失注,8,7000000,0,2021-11-04,2021-11-04,0,0,1,0,GEA,1,8,2021-07-27
OPP-9457,2022-03-22,A003,SEG003,P202,SR09,大塚製薬エンジニアリング ダイヤフラムバルブ,受注,7,3000000,100,2022-07-14,2022-07-14,0,1,0,0,アルファラバル,1,4,2022-03-22
OPP-9458,2022-03-14,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,失注,8,9000000,0,2022-05-18,2022-05-18,0,0,1,0,SPX FLOW,1,5,2022-03-14
OPP-9459,2021-09-01,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,失注,8,5000000,0,2021-10-07,2021-10-07,0,0,1,0,なし,1,3,2021-09-01
OPP-9460,2022-01-03,A019,SEG003,P201,SR08,住友化学 ボールバルブ,失注,8,12000000,0,2022-04-10,2022-04-10,0,0,1,0,なし,1,15,2022-01-03
OPP-9461,2021-11-21,A001,SEG003,P202,SR09,東洋化学工業 ダイヤフラムバルブ,失注,8,7000000,0,2021-12-26,2021-12-26,0,0,1,0,GEA,1,5,2021-11-21
OPP-9462,2021-11-06,A008,SEG003,P203,SR09,三菱ケミカル サニタリーバルブ,失注,8,28000000,0,2022-02-20,2022-02-20,0,0,1,0,なし,1,6,2021-11-06
OPP-9463,2021-08-26,A019,SEG003,P201,SR09,住友化学 ボールバルブ,失注,8,4000000,0,2021-09-18,2021-09-18,0,0,1,0,なし,1,3,2021-08-26
OPP-9464,2021-10-31,A003,SEG003,P203,SR09,大塚製薬エンジニアリング サニタリーバルブ,失注,8,7000000,0,2022-02-13,2022-02-13,0,0,1,0,不明,1,4,2021-10-31
OPP-9465,2021-11-28,A003,SEG003,P203,SR08,大塚製薬エンジニアリング サニタリーバルブ,受注,7,15000000,100,2022-01-19,2022-01-19,0,1,0,0,アルファラバル,1,5,2021-11-28
OPP-9466,2022-03-04,A003,SEG003,P201,SR09,大塚製薬エンジニアリング ボールバルブ,受注,7,10000000,100,2022-08-29,2022-08-29,0,1,0,0,GEA,1,6,2022-03-04
OPP-9467,2021-09-25,A001,SEG003,P202,SR09,東洋化学工業 ダイヤフラムバルブ,失注,8,14000000,0,2021-12-28,2021-12-28,0,0,1,0,SPX FLOW,1,7,2021-09-25
OPP-9468,2021-11-07,A015,SEG003,P201,SR08,花王 ボールバルブ,失注,8,4000000,0,2022-01-20,2022-01-20,0,0,1,0,GEA,1,8,2021-11-07
OPP-9469,2021-12-24,A019,SEG003,P203,SR09,住友化学 サニタリーバルブ,失注,8,25000000,0,2022-01-17,2022-01-17,0,0,1,0,アルファラバル,1,5,2021-12-24
OPP-9470,2022-03-16,A015,SEG003,P201,SR08,花王 ボールバルブ,受注,7,5000000,100,2022-09-09,2022-09-09,0,1,0,0,SPX FLOW,1,10,2022-03-16
OPP-9471,2021-10-06,A001,SEG003,P203,SR09,東洋化学工業 サニタリーバルブ,受注,7,10000000,100,2022-02-25,2022-02-25,0,1,0,0,なし,1,9,2021-10-06
OPP-9472,2021-06-07,A015,SEG003,P203,SR09,花王 サニタリーバルブ,失注,8,22000000,0,2021-07-25,2021-07-25,0,0,1,0,なし,1,9,2021-06-07
OPP-9473,2021-06-30,A015,SEG003,P202,SR08,花王 ダイヤフラムバルブ,失注,8,16000000,0,2021-09-12,2021-09-12,0,0,1,0,GEA,1,12,2021-06-30
OPP-9474,2021-11-20,A019,SEG003,P201,SR08,住友化学 ボールバルブ,受注,7,1000000,100,2022-01-28,2022-01-28,0,1,0,0,アルファラバル,1,11,2021-11-20
OPP-9475,2022-03-11,A003,SEG003,P203,SR09,大塚製薬エンジニアリング サニタリーバルブ,失注,8,19000000,0,2022-05-30,2022-05-30,0,0,1,0,なし,1,5,2022-03-11
OPP-9476,2022-01-14,A008,SEG003,P202,SR08,三菱ケミカル ダイヤフラムバルブ,失注,8,5000000,0,2022-04-21,2022-04-21,0,0,1,0,不明,1,9,2022-01-14
OPP-9477,2022-03-18,A019,SEG003,P201,SR09,住友化学 ボールバルブ,受注,7,5000000,100,2022-07-26,2022-07-26,0,1,0,0,不明,1,3,2022-03-18
OPP-9478,2021-09-17,A019,SEG003,P203,SR09,住友化学 サニタリーバルブ,失注,8,17000000,0,2021-12-17,2021-12-17,0,0,1,0,なし,1,6,2021-09-17
OPP-9479,2021-07-27,A019,SEG003,P201,SR08,住友化学 ボールバルブ,受注,7,2000000,100,2021-09-03,2021-09-03,0,1,0,0,SPX FLOW,1,9,2021-07-27
OPP-9480,2021-07-17,A015,SEG003,P201,SR08,花王 ボールバルブ,受注,7,8000000,100,2021-12-30,2021-12-30,0,1,0,0,不明,1,10,2021-07-17
OPP-9481,2021-08-24,A008,SEG003,P202,SR09,三菱ケミカル ダイヤフラムバルブ,受注,7,15000000,100,2021-11-05,2021-11-05,0,1,0,0,SPX FLOW,1,3,2021-08-24
OPP-9482,2021-07-20,A001,SEG003,P202,SR09,東洋化学工業 ダイヤフラムバルブ,受注,7,9000000,100,2021-11-25,2021-11-25,0,1,0,0,不明,1,7,2021-07-20
OPP-9483,2021-07-23,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,受注,7,2000000,100,2022-01-19,2022-01-19,0,1,0,0,アルファラバル,1,7,2021-07-23
OPP-9484,2021-04-21,A003,SEG003,P202,SR09,大塚製薬エンジニアリング ダイヤフラムバルブ,受注,7,4000000,100,2021-08-30,2021-08-30,0,1,0,0,アルファラバル,1,8,2021-04-21
OPP-9485,2021-11-01,A019,SEG003,P203,SR08,住友化学 サニタリーバルブ,失注,8,23000000,0,2021-11-15,2021-11-15,0,0,1,0,不明,1,7,2021-11-01
OPP-9486,2021-12-16,A015,SEG003,P203,SR08,花王 サニタリーバルブ,失注,8,4000000,0,2022-02-24,2022-02-24,0,0,1,0,不明,1,7,2021-12-16
OPP-9487,2021-07-30,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,受注,7,10000000,100,2022-01-19,2022-01-19,0,1,0,0,なし,1,12,2021-07-30
OPP-9488,2022-02-01,A003,SEG003,P202,SR08,大塚製薬エンジニアリング ダイヤフラムバルブ,受注,7,9000000,100,2022-06-11,2022-06-11,0,1,0,0,なし,1,8,2022-02-01
OPP-9489,2021-11-10,A019,SEG003,P202,SR09,住友化学 ダイヤフラムバルブ,失注,8,14000000,0,2021-12-05,2021-12-05,0,0,1,0,なし,1,8,2021-11-10
OPP-9490,2022-01-10,A001,SEG003,P203,SR08,東洋化学工業 サニタリーバルブ,受注,7,17000000,100,2022-04-19,2022-04-19,0,1,0,0,なし,1,6,2022-01-10
OPP-9491,2021-11-10,A015,SEG003,P203,SR09,花王 サニタリーバルブ,失注,8,12000000,0,2022-03-04,2022-03-04,0,0,1,0,不明,1,5,2021-11-10
OPP-9492,2022-02-03,A015,SEG003,P201,SR08,花王 ボールバルブ,失注,8,2000000,0,2022-03-29,2022-03-29,0,0,1,0,GEA,1,11,2022-02-03
OPP-9493,2021-11-27,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,受注,7,7000000,100,2022-05-25,2022-05-25,0,1,0,0,なし,1,6,2021-11-27
OPP-9494,2021-05-05,A003,SEG003,P203,SR09,大塚製薬エンジニアリング サニタリーバルブ,失注,8,26000000,0,2021-06-20,2021-06-20,0,0,1,0,なし,1,8,2021-05-05
OPP-9495,2021-06-08,A001,SEG003,P202,SR09,東洋化学工業 ダイヤフラムバルブ,失注,8,6000000,0,2021-08-31,2021-08-31,0,0,1,0,アルファラバル,1,9,2021-06-08
OPP-9496,2021-07-26,A019,SEG003,P201,SR09,住友化学 ボールバルブ,受注,7,11000000,100,2021-09-03,2021-09-03,0,1,0,0,SPX FLOW,1,6,2021-07-26
OPP-9497,2021-10-18,A008,SEG003,P202,SR08,三菱ケミカル ダイヤフラムバルブ,失注,8,13000000,0,2022-01-25,2022-01-25,0,0,1,0,SPX FLOW,1,8,2021-10-18
OPP-9498,2021-05-12,A001,SEG003,P203,SR08,東洋化学工業 サニタリーバルブ,失注,8,12000000,0,2021-07-28,2021-07-28,0,0,1,0,なし,1,11,2021-05-12
OPP-9499,2021-11-06,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,受注,7,4000000,100,2021-12-13,2021-12-13,0,1,0,0,不明,1,4,2021-11-06
OPP-9500,2021-12-16,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,失注,8,7000000,0,2022-04-10,2022-04-10,0,0,1,0,なし,1,4,2021-12-16
OPP-9501,2022-01-03,A003,SEG003,P203,SR08,大塚製薬エンジニアリング サニタリーバルブ,受注,7,18000000,100,2022-03-23,2022-03-23,0,1,0,0,なし,1,11,2022-01-03
OPP-9502,2021-05-10,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,失注,8,1000000,0,2021-08-03,2021-08-03,0,0,1,0,なし,1,8,2021-05-10
OPP-9503,2021-07-13,A015,SEG003,P201,SR08,花王 ボールバルブ,受注,7,4000000,100,2021-08-31,2021-08-31,0,1,0,0,GEA,1,10,2021-07-13
OPP-9504,2022-03-04,A003,SEG003,P201,SR09,大塚製薬エンジニアリング ボールバルブ,失注,8,9000000,0,2022-05-06,2022-05-06,0,0,1,0,アルファラバル,1,4,2022-03-04
OPP-9505,2021-06-21,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,受注,7,5000000,100,2021-08-10,2021-08-10,0,1,0,0,不明,1,6,2021-06-21
OPP-9506,2022-03-16,A003,SEG003,P201,SR09,大塚製薬エンジニアリング ボールバルブ,受注,7,1000000,100,2022-06-14,2022-06-14,0,1,0,0,なし,1,5,2022-03-16
OPP-9507,2022-03-22,A019,SEG003,P203,SR09,住友化学 サニタリーバルブ,受注,7,24000000,100,2022-08-17,2022-08-17,0,1,0,0,GEA,1,10,2022-03-22
OPP-9508,2022-03-20,A008,SEG003,P203,SR09,三菱ケミカル サニタリーバルブ,失注,8,15000000,0,2022-05-10,2022-05-10,0,0,1,0,なし,1,4,2022-03-20
OPP-9509,2021-12-02,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,受注,7,3000000,100,2022-03-28,2022-03-28,0,1,0,0,なし,1,7,2021-12-02
OPP-9510,2021-08-13,A003,SEG003,P203,SR08,大塚製薬エンジニアリング サニタリーバルブ,失注,8,16000000,0,2021-11-23,2021-11-23,0,0,1,0,アルファラバル,1,8,2021-08-13
OPP-9511,2021-08-09,A019,SEG003,P201,SR08,住友化学 ボールバルブ,失注,8,7000000,0,2021-10-08,2021-10-08,0,0,1,0,GEA,1,7,2021-08-09
OPP-9512,2022-02-13,A008,SEG003,P202,SR09,三菱ケミカル ダイヤフラムバルブ,失注,8,19000000,0,2022-06-10,2022-06-10,0,0,1,0,GEA,1,5,2022-02-13
OPP-9513,2021-07-30,A001,SEG003,P203,SR09,東洋化学工業 サニタリーバルブ,失注,8,10000000,0,2021-11-15,2021-11-15,0,0,1,0,GEA,1,5,2021-07-30
OPP-9514,2021-05-26,A019,SEG003,P202,SR09,住友化学 ダイヤフラムバルブ,受注,7,16000000,100,2021-08-12,2021-08-12,0,1,0,0,なし,1,6,2021-05-26
OPP-9515,2022-02-16,A015,SEG003,P201,SR09,花王 ボールバルブ,失注,8,2000000,0,2022-03-15,2022-03-15,0,0,1,0,アルファラバル,1,4,2022-02-16
OPP-9516,2021-07-15,A015,SEG003,P203,SR08,花王 サニタリーバルブ,失注,8,7000000,0,2021-11-12,2021-11-12,0,0,1,0,なし,1,12,2021-07-15
OPP-9517,2021-06-03,A019,SEG003,P203,SR08,住友化学 サニタリーバルブ,失注,8,8000000,0,2021-09-19,2021-09-19,0,0,1,0,不明,1,10,2021-06-03
OPP-9518,2021-05-31,A003,SEG003,P203,SR08,大塚製薬エンジニアリング サニタリーバルブ,受注,7,5000000,100,2021-11-09,2021-11-09,0,1,0,0,なし,1,5,2021-05-31
OPP-9519,2022-01-25,A001,SEG003,P203,SR08,東洋化学工業 サニタリーバルブ,失注,8,16000000,0,2022-03-08,2022-03-08,0,0,1,0,GEA,1,5,2022-01-25
OPP-9520,2022-02-27,A003,SEG003,P203,SR08,大塚製薬エンジニアリング サニタリーバルブ,失注,8,17000000,0,2022-06-01,2022-06-01,0,0,1,0,なし,1,14,2022-02-27
OPP-9521,2021-12-18,A001,SEG003,P203,SR09,東洋化学工業 サニタリーバルブ,受注,7,7000000,100,2022-06-10,2022-06-10,0,1,0,0,なし,1,4,2021-12-18
OPP-9522,2021-09-10,A008,SEG003,P203,SR08,三菱ケミカル サニタリーバルブ,失注,8,9000000,0,2021-12-15,2021-12-15,0,0,1,0,不明,1,13,2021-09-10
OPP-9523,2021-10-07,A019,SEG003,P202,SR08,住友化学 ダイヤフラムバルブ,失注,8,6000000,0,2021-12-31,2021-12-31,0,0,1,0,アルファラバル,1,10,2021-10-07
OPP-9524,2022-01-29,A015,SEG003,P203,SR09,花王 サニタリーバルブ,受注,7,20000000,100,2022-03-09,2022-03-09,0,1,0,0,なし,1,9,2022-01-29
OPP-9525,2021-08-22,A019,SEG003,P203,SR09,住友化学 サニタリーバルブ,受注,7,4000000,100,2021-11-26,2021-11-26,0,1,0,0,SPX FLOW,1,5,2021-08-22
OPP-9526,2022-02-19,A019,SEG003,P201,SR09,住友化学 ボールバルブ,失注,8,7000000,0,2022-04-08,2022-04-08,0,0,1,0,なし,1,7,2022-02-19
OPP-9527,2021-06-14,A015,SEG003,P201,SR08,花王 ボールバルブ,失注,8,1000000,0,2021-10-09,2021-10-09,0,0,1,0,なし,1,10,2021-06-14
OPP-9528,2022-02-22,A003,SEG003,P202,SR08,大塚製薬エンジニアリング ダイヤフラムバルブ,受注,7,18000000,100,2022-08-20,2022-08-20,0,1,0,0,なし,1,5,2022-02-22
OPP-9529,2022-01-21,A015,SEG003,P201,SR09,花王 ボールバルブ,失注,8,5000000,0,2022-05-19,2022-05-19,0,0,1,0,GEA,1,9,2022-01-21
OPP-9530,2021-10-18,A008,SEG003,P201,SR08,三菱ケミカル ボールバルブ,受注,7,11000000,100,2022-03-27,2022-03-27,0,1,0,0,なし,1,11,2021-10-18
OPP-9531,2021-08-05,A008,SEG003,P203,SR08,三菱ケミカル サニタリーバルブ,失注,8,5000000,0,2021-10-26,2021-10-26,0,0,1,0,不明,1,9,2021-08-05
OPP-9532,2021-11-19,A008,SEG003,P202,SR09,三菱ケミカル ダイヤフラムバルブ,失注,8,6000000,0,2021-12-27,2021-12-27,0,0,1,0,なし,1,5,2021-11-19
OPP-9533,2022-03-16,A003,SEG003,P202,SR08,大塚製薬エンジニアリング ダイヤフラムバルブ,受注,7,6000000,100,2022-08-22,2022-08-22,0,1,0,0,なし,1,6,2022-03-16
OPP-9534,2022-01-29,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,受注,7,12000000,100,2022-03-22,2022-03-22,0,1,0,0,なし,1,7,2022-01-29
OPP-9535,2022-03-08,A015,SEG003,P202,SR09,花王 ダイヤフラムバルブ,受注,7,8000000,100,2022-09-03,2022-09-03,0,1,0,0,アルファラバル,1,8,2022-03-08
OPP-9536,2021-10-14,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,受注,7,10000000,100,2022-01-17,2022-01-17,0,1,0,0,不明,1,5,2021-10-14
OPP-9537,2021-09-21,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,失注,8,10000000,0,2021-12-19,2021-12-19,0,0,1,0,なし,1,5,2021-09-21
OPP-9538,2021-09-28,A019,SEG003,P202,SR09,住友化学 ダイヤフラムバルブ,受注,7,8000000,100,2022-03-27,2022-03-27,0,1,0,0,不明,1,8,2021-09-28
OPP-9539,2021-04-10,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,失注,8,3000000,0,2021-05-28,2021-05-28,0,0,1,0,なし,1,7,2021-04-10
OPP-9540,2021-12-10,A001,SEG003,P203,SR09,東洋化学工業 サニタリーバルブ,受注,7,17000000,100,2022-05-01,2022-05-01,0,1,0,0,なし,1,8,2021-12-10
OPP-9541,2021-11-08,A019,SEG003,P202,SR09,住友化学 ダイヤフラムバルブ,失注,8,19000000,0,2022-03-03,2022-03-03,0,0,1,0,なし,1,3,2021-11-08
OPP-9542,2021-11-30,A019,SEG003,P203,SR08,住友化学 サニタリーバルブ,失注,8,18000000,0,2022-01-12,2022-01-12,0,0,1,0,なし,1,5,2021-11-30
OPP-9543,2022-03-25,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,失注,8,12000000,0,2022-04-12,2022-04-12,0,0,1,0,なし,1,10,2022-03-25
OPP-9544,2021-08-07,A015,SEG003,P202,SR09,花王 ダイヤフラムバルブ,受注,7,16000000,100,2021-11-21,2021-11-21,0,1,0,0,アルファラバル,1,10,2021-08-07
OPP-9545,2021-04-16,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,受注,7,5000000,100,2021-07-06,2021-07-06,0,1,0,0,GEA,1,6,2021-04-16
OPP-9546,2021-11-27,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,失注,8,19000000,0,2022-03-08,2022-03-08,0,0,1,0,なし,1,9,2021-11-27
OPP-9547,2021-12-16,A003,SEG003,P203,SR09,大塚製薬エンジニアリング サニタリーバルブ,受注,7,6000000,100,2022-03-21,2022-03-21,0,1,0,0,アルファラバル,1,5,2021-12-16
OPP-9548,2021-12-23,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,失注,8,4000000,0,2022-01-25,2022-01-25,0,0,1,0,なし,1,8,2021-12-23
OPP-9549,2022-03-26,A001,SEG003,P201,SR08,東洋化学工業 ボールバルブ,失注,8,2000000,0,2022-06-14,2022-06-14,0,0,1,0,不明,1,15,2022-03-26
OPP-9550,2022-01-06,A015,SEG003,P202,SR09,花王 ダイヤフラムバルブ,受注,7,11000000,100,2022-03-13,2022-03-13,0,1,0,0,アルファラバル,1,8,2022-01-06
OPP-9551,2021-05-15,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,受注,7,15000000,100,2021-09-29,2021-09-29,0,1,0,0,なし,1,13,2021-05-15
OPP-9552,2021-09-03,A003,SEG003,P201,SR09,大塚製薬エンジニアリング ボールバルブ,受注,7,5000000,100,2022-02-10,2022-02-10,0,1,0,0,なし,1,4,2021-09-03
OPP-9553,2021-05-26,A015,SEG003,P202,SR09,花王 ダイヤフラムバルブ,失注,8,15000000,0,2021-06-18,2021-06-18,0,0,1,0,不明,1,5,2021-05-26
OPP-9554,2021-05-23,A008,SEG003,P202,SR08,三菱ケミカル ダイヤフラムバルブ,失注,8,19000000,0,2021-09-10,2021-09-10,0,0,1,0,アルファラバル,1,14,2021-05-23
OPP-9555,2021-06-11,A019,SEG003,P202,SR08,住友化学 ダイヤフラムバルブ,受注,7,12000000,100,2021-09-05,2021-09-05,0,1,0,0,SPX FLOW,1,8,2021-06-11
OPP-9556,2021-11-15,A015,SEG003,P203,SR09,花王 サニタリーバルブ,失注,8,9000000,0,2022-02-05,2022-02-05,0,0,1,0,不明,1,9,2021-11-15
OPP-9557,2021-11-28,A008,SEG003,P203,SR08,三菱ケミカル サニタリーバルブ,失注,8,29000000,0,2022-02-09,2022-02-09,0,0,1,0,SPX FLOW,1,10,2021-11-28
OPP-9558,2021-11-15,A008,SEG003,P202,SR08,三菱ケミカル ダイヤフラムバルブ,受注,7,17000000,100,2022-02-20,2022-02-20,0,1,0,0,なし,1,12,2021-11-15
OPP-9559,2022-02-28,A001,SEG003,P203,SR08,東洋化学工業 サニタリーバルブ,失注,8,26000000,0,2022-05-22,2022-05-22,0,0,1,0,アルファラバル,1,12,2022-02-28
OPP-9560,2021-11-13,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,失注,8,3000000,0,2022-02-22,2022-02-22,0,0,1,0,GEA,1,6,2021-11-13
OPP-9561,2021-06-21,A008,SEG003,P202,SR09,三菱ケミカル ダイヤフラムバルブ,失注,8,18000000,0,2021-08-30,2021-08-30,0,0,1,0,GEA,1,10,2021-06-21
OPP-9562,2021-08-07,A008,SEG003,P202,SR08,三菱ケミカル ダイヤフラムバルブ,失注,8,14000000,0,2021-10-03,2021-10-03,0,0,1,0,なし,1,13,2021-08-07
OPP-9563,2021-07-09,A003,SEG003,P202,SR08,大塚製薬エンジニアリング ダイヤフラムバルブ,受注,7,9000000,100,2021-11-10,2021-11-10,0,1,0,0,なし,1,5,2021-07-09
OPP-9564,2021-11-21,A003,SEG003,P202,SR08,大塚製薬エンジニアリング ダイヤフラムバルブ,受注,7,18000000,100,2022-03-17,2022-03-17,0,1,0,0,SPX FLOW,1,13,2021-11-21
OPP-9565,2021-05-05,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,失注,8,7000000,0,2021-08-27,2021-08-27,0,0,1,0,なし,1,14,2021-05-05
OPP-9566,2021-12-22,A019,SEG003,P203,SR09,住友化学 サニタリーバルブ,受注,7,21000000,100,2022-05-05,2022-05-05,0,1,0,0,なし,1,3,2021-12-22
OPP-9567,2021-10-17,A015,SEG003,P201,SR09,花王 ボールバルブ,失注,8,11000000,0,2022-01-12,2022-01-12,0,0,1,0,GEA,1,5,2021-10-17
OPP-9568,2021-04-17,A015,SEG003,P202,SR08,花王 ダイヤフラムバルブ,失注,8,13000000,0,2021-07-30,2021-07-30,0,0,1,0,不明,1,12,2021-04-17
OPP-9569,2022-03-15,A019,SEG003,P203,SR08,住友化学 サニタリーバルブ,失注,8,16000000,0,2022-06-13,2022-06-13,0,0,1,0,なし,1,7,2022-03-15
OPP-9570,2021-07-30,A019,SEG003,P201,SR09,住友化学 ボールバルブ,失注,8,7000000,0,2021-11-10,2021-11-10,0,0,1,0,GEA,1,4,2021-07-30
OPP-9571,2021-06-06,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,受注,7,5000000,100,2021-11-12,2021-11-12,0,1,0,0,なし,1,8,2021-06-06
OPP-9572,2022-03-28,A003,SEG003,P201,SR09,大塚製薬エンジニアリング ボールバルブ,受注,7,9000000,100,2022-08-06,2022-08-06,0,1,0,0,なし,1,7,2022-03-28
OPP-9573,2021-07-08,A015,SEG003,P202,SR09,花王 ダイヤフラムバルブ,失注,8,14000000,0,2021-08-13,2021-08-13,0,0,1,0,GEA,1,8,2021-07-08
OPP-9574,2021-11-25,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,失注,8,8000000,0,2022-02-13,2022-02-13,0,0,1,0,不明,1,7,2021-11-25
OPP-9575,2021-08-13,A008,SEG003,P203,SR08,三菱ケミカル サニタリーバルブ,受注,7,18000000,100,2021-10-28,2021-10-28,0,1,0,0,アルファラバル,1,5,2021-08-13
OPP-9576,2021-07-23,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,失注,8,4000000,0,2021-08-18,2021-08-18,0,0,1,0,SPX FLOW,1,7,2021-07-23
OPP-9577,2022-03-04,A003,SEG003,P203,SR09,大塚製薬エンジニアリング サニタリーバルブ,失注,8,21000000,0,2022-06-26,2022-06-26,0,0,1,0,アルファラバル,1,6,2022-03-04
OPP-9578,2022-02-06,A003,SEG003,P203,SR09,大塚製薬エンジニアリング サニタリーバルブ,受注,7,21000000,100,2022-07-27,2022-07-27,0,1,0,0,不明,1,7,2022-02-06
OPP-9579,2021-09-10,A019,SEG003,P201,SR09,住友化学 ボールバルブ,失注,8,9000000,0,2021-11-30,2021-11-30,0,0,1,0,なし,1,8,2021-09-10
OPP-9580,2021-05-26,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,受注,7,10000000,100,2021-08-02,2021-08-02,0,1,0,0,アルファラバル,1,10,2021-05-26
OPP-9581,2022-03-14,A008,SEG003,P201,SR08,三菱ケミカル ボールバルブ,失注,8,10000000,0,2022-04-03,2022-04-03,0,0,1,0,SPX FLOW,1,11,2022-03-14
OPP-9582,2021-12-10,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,失注,8,3000000,0,2022-01-22,2022-01-22,0,0,1,0,GEA,1,15,2021-12-10
OPP-9583,2021-07-07,A003,SEG003,P203,SR08,大塚製薬エンジニアリング サニタリーバルブ,受注,7,24000000,100,2021-08-10,2021-08-10,0,1,0,0,アルファラバル,1,11,2021-07-07
OPP-9584,2021-10-27,A001,SEG003,P203,SR09,東洋化学工業 サニタリーバルブ,受注,7,19000000,100,2022-01-02,2022-01-02,0,1,0,0,なし,1,6,2021-10-27
OPP-9585,2021-11-11,A008,SEG003,P203,SR09,三菱ケミカル サニタリーバルブ,失注,8,13000000,0,2021-12-19,2021-12-19,0,0,1,0,GEA,1,3,2021-11-11
OPP-9586,2021-09-01,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,受注,7,10000000,100,2021-11-01,2021-11-01,0,1,0,0,GEA,1,5,2021-09-01
OPP-9587,2021-10-07,A001,SEG003,P203,SR09,東洋化学工業 サニタリーバルブ,受注,7,3000000,100,2022-03-10,2022-03-10,0,1,0,0,アルファラバル,1,7,2021-10-07
OPP-9588,2021-10-13,A015,SEG003,P201,SR08,花王 ボールバルブ,受注,7,4000000,100,2021-12-07,2021-12-07,0,1,0,0,SPX FLOW,1,6,2021-10-13
OPP-9589,2021-05-28,A003,SEG003,P201,SR08,大塚製薬エンジニアリング ボールバルブ,受注,7,3000000,100,2021-08-08,2021-08-08,0,1,0,0,なし,1,14,2021-05-28
OPP-9590,2021-08-04,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,受注,7,2000000,100,2021-10-13,2021-10-13,0,1,0,0,なし,1,6,2021-08-04
OPP-9591,2021-12-16,A019,SEG003,P201,SR08,住友化学 ボールバルブ,失注,8,4000000,0,2022-02-04,2022-02-04,0,0,1,0,GEA,1,12,2021-12-16
OPP-9592,2021-05-22,A001,SEG003,P201,SR09,東洋化学工業 ボールバルブ,失注,8,3000000,0,2021-09-13,2021-09-13,0,0,1,0,不明,1,4,2021-05-22
OPP-9593,2021-05-14,A001,SEG003,P202,SR08,東洋化学工業 ダイヤフラムバルブ,失注,8,14000000,0,2021-08-10,2021-08-10,0,0,1,0,SPX FLOW,1,8,2021-05-14
OPP-9594,2022-02-07,A001,SEG003,P203,SR08,東洋化学工業 サニタリーバルブ,受注,7,3000000,100,2022-05-24,2022-05-24,0,1,0,0,なし,1,7,2022-02-07
OPP-9595,2021-08-05,A008,SEG003,P203,SR08,三菱ケミカル サニタリーバルブ,失注,8,28000000,0,2021-09-03,2021-09-03,0,0,1,0,なし,1,15,2021-08-05
OPP-9596,2022-01-18,A001,SEG003,P203,SR09,東洋化学工業 サニタリーバルブ,受注,7,20000000,100,2022-07-04,2022-07-04,0,1,0,0,不明,1,4,2022-01-18
OPP-9597,2021-05-25,A003,SEG003,P202,SR09,大塚製薬エンジニアリング ダイヤフラムバルブ,失注,8,2000000,0,2021-08-30,2021-08-30,0,0,1,0,なし,1,4,2021-05-25
OPP-9598,2021-07-17,A008,SEG003,P201,SR09,三菱ケミカル ボールバルブ,失注,8,10000000,0,2021-11-12,2021-11-12,0,0,1,0,なし,1,10,2021-07-17
